country,year,headcount_ratio_international_povline,gini,welfare_type,p90_p10_ratio,decile8_thr,decile9_thr
Belarus,2020,0.0,0.13742458540282326,consumption,0.0002500358906502415,27.5,33.1
Belgium,1985,0.240187781,0.15453123356956894,income,0.0003197818815818723,39.15,48.1
Belgium,1988,0.477808914,0.16518163472676,income,0.00030512059788205276,41.3,50.15
Belgium,1992,0.983283828,0.14927778637364958,income,0.0003000937449353378,44.5,53.95
Belgium,1995,0.41241007,0.221424000342393,income,0.000447611623463859,53.1,66.0
Belgium,1997,0.492479403,0.18848847735600388,income,0.00042824411148718357,52.7,65.9
Belgium,2000,0.305506009,0.31994226729355674,income,0.00039042997025047943,58.55,71.7
Belgium,2003,0.294419303,0.21582974881589562,income,0.0004838755580005474,56.75,71.0
Belgium,2004,0.052021959,0.26581671559697434,income,0.0004610046627143711,59.25,72.3
Belgium,2005,0.193070232,0.24071071665599425,income,0.00044429150591079425,60.4,73.95
Belgium,2006,0.168941521,0.21396474881226796,income,0.00046691660293024214,60.0,74.35
Belgium,2007,0.151451473,0.23863925588692975,income,0.00048427947053292534,61.45,76.05
Belgium,2008,0.11841666,0.22062636409194408,income,0.000462619670932908,62.45,76.7
Belgium,2009,0.107580909,0.22432372684411356,income,0.00048555266790502923,63.75,77.35
Belgium,2010,0.137115283,0.22065096191585515,income,0.00046646477961605985,62.7,76.8
Belgium,2011,0.168268179,0.21409399684582436,income,0.00049753411204697,60.95,75.7
Belgium,2012,0.156571454,0.2022183079847873,income,0.00044636919525519445,62.65,77.35
Belgium,2013,0.144508056,0.20593167245746175,income,0.0004891239449791292,63.45,77.5
Belgium,2014,0.076495959,0.21562537296518275,income,0.0004791014515310569,63.45,77.95
Belgium,2015,0.070758548,0.20718806917390126,income,0.0004962051784619067,63.9,79.1
Belgium,2016,0.059816154,0.2040923752825487,income,0.00048490399073831264,62.85,78.1
Belgium,2017,0.147868582,0.20006819589268304,income,0.00047050815400984797,63.8,78.9
Belgium,2018,0.081113596,0.19644974090806427,income,0.000440821213025553,64.5,79.35
Belgium,2019,0.078552465,0.19656205734914883,income,0.00040515548345866235,66.75,82.1
Belize,1993,10.06149875,0.8852966484637212,income,0.0028780214010293813,12.06,19.44
Belize,1994,9.748367269,0.8989412206747049,income,0.0023701317240203473,11.14,17.9
Belize,1995,12.28684026,0.8290101472883005,consumption,0.005436987284789613,19.0,29.54
Belize,1996,13.26205959,0.808982496065078,income,0.002840611275792107,10.4,16.64
Belize,1997,16.00053984,0.8888687182655652,income,0.0033742206195814628,10.02,16.48
Belize,1998,14.1631322,0.7737962471718447,income,0.0033435280494440076,10.88,17.78
Belize,1999,13.9180823,0.7395356712271619,income,0.0030912102095705827,11.1,17.02
Benin,2003,51.42711015,0.4333749758910886,consumption,0.0009912002004001269,3.21,4.55
Benin,2011,53.19271812,0.5347332719806868,consumption,0.001472721073570108,3.57,5.48
Benin,2015,49.60588586,0.6247225072323817,consumption,0.0035884031686001035,3.39,5.15
Benin,2018,19.16538004,0.4173294909411331,consumption,0.0009809636997156715,5.6,7.74
Bhutan,2003,17.76282503,0.48174086518173315,consumption,0.0011595895813993012,6.43,9.2
Bhutan,2007,8.178762882,0.4232125406853387,consumption,0.0011449973790858955,7.97,11.0
Bhutan,2012,2.184337539,0.43819379759386007,consumption,0.0010609582063134122,10.58,14.72
Bhutan,2017,1.542608002,0.40967388422723733,consumption,0.0011896851355729483,12.3,17.0
Bolivia,1990,6.991025391,0.5054613945055542,income,0.001743669143776297,10.7,15.4
Bolivia,1992,15.00501509,0.6529551568785328,income,0.001988613115583952,8.38,12.78
Bolivia,1997,19.25502198,0.8417311543995192,income,0.00685471764350477,12.4,19.8
Bolivia,1999,25.18191748,0.8403262825659408,income,0.014168822115712909,11.7,18.98
Bolivia,2000,28.56730051,0.9141920883307315,income,0.015515695915221514,9.99,16.46
Bolivia,2001,22.78254981,0.8257683738468267,income,0.007546804948282816,10.58,16.8
Bolivia,2002,24.56301141,0.865637009708222,income,0.008417495427706064,10.18,16.44
Bolivia,2004,13.56689739,0.7759613498008127,income,0.003662641501687485,11.36,18.78
Bolivia,2005,19.19925367,0.8493099236661847,income,0.007674085371473866,13.04,21.2
Bolivia,2006,16.07259822,0.8105252641584872,income,0.005741610560499936,14.1,22.54
Bolivia,2007,12.44287638,0.766103797929865,income,0.0042069255689218075,13.94,22.24
Bolivia,2008,11.00038372,0.6885243712478886,income,0.0036970693154549377,14.76,22.66
Bolivia,2009,10.34468752,0.6553092194987464,income,0.003604916385533853,15.56,23.2
Bolivia,2011,7.20750609,0.5898009632823082,income,0.002857843972846158,17.72,26.02
Bolivia,2012,8.160950094,0.60031477959103,income,0.0032510906439571674,18.34,26.88
Bolivia,2013,6.884085929,0.6214465870575616,income,0.0029668154305550593,20.0,29.28
Bolivia,2014,5.714682673,0.6263086498917041,income,0.002756378586066029,19.34,28.54
Bolivia,2015,6.298490917,0.6035405867555492,income,0.002575918236317648,19.04,27.46
Bolivia,2016,7.465656071,0.5724901185675157,income,0.0028991514666250116,19.04,26.74
Bolivia,2017,6.546305612,0.559260350565401,income,0.0026669602792576074,19.08,27.22
Bolivia,2018,4.903887861,0.5167987896586328,income,0.0022346911323060377,18.92,26.12
Bolivia,2019,3.241089103,0.497411826475283,income,0.0017433450960426286,19.14,26.82
Bolivia,2020,4.407184692,0.5383948346621343,income,0.002040729842051719,18.92,27.42
Bosnia and Herzegovina,2001,0.311238987,0.25382731965673194,consumption,0.000400406899438754,15.84,19.42
Bosnia and Herzegovina,2004,0.16045823,0.33870506538622,consumption,0.0008786442772014461,25.34,34.2
Bosnia and Herzegovina,2007,0.058264243,0.3183583075399499,consumption,0.0008480780140352445,28.46,36.95
Bosnia and Herzegovina,2011,0.058986505,0.31770363180719546,consumption,0.0008351994057006792,26.8,34.95
Botswana,1985,40.91812897,0.7593285923262079,consumption,0.003163585350201716,5.39,8.5
Botswana,1993,33.27971191,0.8964856435565909,consumption,0.003226963310885059,6.56,10.48
Botswana,2002,28.17265219,0.9786449940726292,consumption,0.005866981393701823,10.28,19.72
Botswana,2009,17.24403363,0.8895719912756161,consumption,0.00396010925560978,11.76,20.18
Botswana,2015,14.49206031,0.7408337558135034,consumption,0.0029187364680753444,10.84,17.32
Brazil,1981,21.29102971,0.8368612668804185,income,0.0044741759675336005,10.42,17.54
Brazil,1982,21.69853372,0.8469992606308616,income,0.0046770291408048115,10.68,18.22
Brazil,1983,27.41321672,0.858902155544129,income,0.004687575578946964,8.88,15.58
Brazil,1984,26.72385323,0.8461431049939454,income,0.004334982309903064,8.82,15.16
Brazil,1985,23.06653266,0.7879896231459094,income,0.004426232726834789,10.06,16.78
Brazil,1986,10.45891668,0.8479897535781746,income,0.004525434562494601,16.46,28.4
Brazil,1987,17.6862557,0.8735961987701322,income,0.00513242404419254,13.12,22.3
Brazil,1988,20.03822486,0.9097813115432949,income,0.00584912070354829,12.74,22.34
Brazil,1989,18.23772226,0.9487018094999908,income,0.0062944564916882165,14.4,25.68
Brazil,1990,21.50986003,0.8901604730508053,income,0.005525665033266777,11.76,20.52
Brazil,1992,20.74994107,0.7376632093137379,income,0.00438207845304301,10.3,16.34
Brazil,1993,19.83236282,0.8824785839019014,income,0.005169635509229416,11.32,19.7
Brazil,1995,12.94311842,0.871030383870913,income,0.0052093780136694655,15.42,27.42
Brazil,1996,14.11620739,0.8776850626393031,income,0.005424709437995348,16.18,26.98
Brazil,1997,13.95359709,0.8758243033522237,income,0.00531222240862742,15.66,26.84
Brazil,1998,12.68999634,0.8718123644967011,income,0.005075671137680296,15.9,27.48
Brazil,1999,13.32769408,0.8589768288498758,income,0.004878568988443854,15.02,25.9
Brazil,2001,11.53427493,0.846920492552597,income,0.005017106523086408,17.12,29.04
Brazil,2002,10.24321168,0.8406723242023049,income,0.0046526216750147845,17.26,29.24
Brazil,2003,11.0143276,0.8291875464274023,income,0.004597744044803131,16.54,27.86
Brazil,2004,9.679778148,0.8065862306010256,income,0.004186257312422037,16.72,27.72
Brazil,2005,8.57830153,0.8031991740468549,income,0.003993202825406279,17.3,28.56
Brazil,2006,7.168618041,0.7892515302919638,income,0.0037743376102230748,18.7,30.65
Brazil,2007,6.749157814,0.7742490510364692,income,0.003746044503310848,19.42,31.5
Brazil,2008,5.53588836,0.7558087246192178,income,0.0034904043571582573,20.5,33.15
Brazil,2009,5.37764822,0.7483854608021396,income,0.0034463737109217307,21.16,33.9
Brazil,2011,4.696337493,0.7329645766900481,income,0.0031511745015296573,22.66,35.7
Brazil,2012,3.891609187,0.7432277799942275,income,0.0031721934040623945,24.08,38.05
Brazil,2013,3.216257174,0.7275218588505894,income,0.0030529777911834466,25.1,40.2
Brazil,2014,2.879860538,0.7138990260454303,income,0.002950658579755849,25.82,41.05
Brazil,2015,3.369441248,0.7117659164328984,income,0.0030086357402641342,25.24,39.95
Brazil,2016,4.113851171,0.7412052480039006,income,0.0033676623760583303,25.06,40.3
Brazil,2017,4.662484282,0.7410218839237739,income,0.0034130992018202686,25.0,39.9
Brazil,2018,4.664830817,0.7522157368679501,income,0.0035646893230882348,25.82,41.35
Brazil,2019,4.859448925,0.7441851248823472,income,0.0035463306034497467,26.0,41.05
Brazil,2020,1.726709799,0.6481666811095659,income,0.0020524645504946767,25.16,39.15
Bulgaria,1989,0.052716064,0.11748924377899606,consumption,0.0002381146262678004,28.84,35.3
Bulgaria,1992,0.0,0.26941955248539734,income,0.0006139993606335511,24.98,32.2
Bulgaria,1994,0.254091797,0.13614476258454739,consumption,0.00022975124153341332,16.38,20.1
Bulgaria,1995,1.1042098,0.3123277229751457,consumption,0.0006301011012127694,15.68,19.98
Bulgaria,1997,0.516490479,0.17901628652819596,consumption,0.00029748368819435596,8.54,10.8
Bulgaria,2001,2.507038477,0.3104476177643441,consumption,0.0008488731891282437,12.78,16.58
Bulgaria,2003,0.881488738,0.2319660693305367,consumption,0.00046583459640630134,11.52,14.68
Bulgaria,2006,5.619553012,0.3734206322710723,income,0.001278136208155617,13.6,17.36
Bulgaria,2007,0.442188016,0.21567114726794318,consumption,0.0004829175496446109,15.86,19.44
Bulgaria,2007,1.774191452,0.38162305790923207,income,0.0009920060239483977,18.72,25.34
Bulgaria,2008,1.215443489,0.3290234990821915,income,0.0009140027819468292,21.04,27.98
Bulgaria,2009,1.29489643,0.33423727452074675,income,0.0009665212747842422,21.96,28.46
Bulgaria,2010,1.978137772,0.37239899695253026,income,0.0011525800090583659,21.08,27.72
Bulgaria,2011,2.446429648,0.34373216173023774,income,0.001016303458930361,19.22,24.82
Bulgaria,2012,2.200165441,0.37991200800880803,income,0.0010753032164962577,20.6,26.44
Bulgaria,2013,1.783776549,0.39158174065377144,income,0.001385954155302553,22.64,30.3
Bulgaria,2014,1.631154832,0.40919766468535007,income,0.0011405609219418745,24.04,32.1
Bulgaria,2015,3.394832585,0.4331487230301791,income,0.0015487149736551032,23.5,31.6
Bulgaria,2016,1.94843469,0.4753414863061843,income,0.0013696586524247906,27.18,35.85
Bulgaria,2017,1.371766349,0.47092111474118864,income,0.0012045168872968073,26.26,35.45
Bulgaria,2018,0.870460562,0.4897906813168566,income,0.0012450407254298058,30.8,41.45
Bulgaria,2019,0.912110236,0.468676437171958,income,0.0012557679661896787,32.4,44.0
Burkina Faso,1994,83.2371495,0.6313229156705118,consumption,0.0015487149736551032,1.64,2.6
Burkina Faso,1998,81.63884616,0.6703416047710389,consumption,0.001583587589511032,1.8,2.91
Burkina Faso,2003,57.39957572,0.5308304012691092,consumption,0.001461380146885561,3.17,4.49
Burkina Faso,2009,55.41478507,0.45806114389380065,consumption,0.0010261751610885553,3.06,4.28
Burkina Faso,2014,43.8438412,0.3650529125086969,consumption,0.000655257633855376,3.44,4.82
Burkina Faso,2018,33.66106899,0.6161996614748981,consumption,0.001955943155816611,5.49,9.02
Burundi,1992,81.89334675,0.3240339749864108,consumption,0.0007433395681783388,1.82,2.43
Burundi,1998,84.70673253,0.5113158996822764,consumption,0.001531752049464105,1.68,2.25
Burundi,2006,78.60281282,0.32457712863059024,consumption,0.0005962710159130042,1.97,2.74
Burundi,2013,72.79985018,0.4343469547956546,consumption,0.001021410360424965,2.26,3.24
Cameroon,1996,51.16825715,0.5557294265556305,consumption,0.0014564366662360162,3.71,5.76
Cameroon,2001,26.01385948,0.5075686470056819,consumption,0.0012288867492152157,5.33,7.58
Cameroon,2007,31.77693204,0.5218142188198565,consumption,0.0015837312955571266,5.3,7.58
Cameroon,2014,25.97455471,0.601474867841634,consumption,0.002274038109197452,6.97,10.34
Canada,1971,2.249591012,0.40583208275283394,income,0.0013907907070793354,41.9,56.7
Canada,1975,0.998014988,0.32329488314140536,income,0.0009217515104501407,51.7,66.9
Canada,1981,0.494720888,0.3053703208436072,income,0.0008352669496151455,58.7,74.6
Canada,1987,0.221096777,0.2852590249265817,income,0.0007776029541137048,59.4,76.25
Canada,1991,0.217573773,0.2758156059219618,income,0.0007288789029399484,59.1,75.55
Canada,1994,0.248140968,0.2807078666609634,income,0.0007661829637215034,60.75,78.15
Canada,1997,0.499269867,0.28853114847168954,income,0.0007827019630446852,60.6,77.75
Canada,1998,0.499315121,0.32043160511888596,income,0.0008387265386781309,61.6,79.1
Canada,2000,0.249810481,0.3242444929959,income,0.0008398061024799295,62.55,79.8
Canada,2004,0.243558485,0.3325768901330252,income,0.0008889552655122967,67.95,87.3
Canada,2007,0.248252421,0.33460857906881886,income,0.0008333256250007549,74.0,95.85
Canada,2010,0.248831004,0.3294295570737941,income,0.0008576220471129478,75.55,97.5
Canada,2012,0.24652141,0.3283121970655393,income,0.000944967267995677,77.55,100.9
Canada,2013,0.496485445,0.3337323790617485,income,0.0010061358344284335,79.9,103.3
Canada,2014,0.24215805,0.32036023223314697,income,0.0008452196363693083,78.9,101.2
Canada,2015,0.24590449,0.3326378050865098,income,0.0009281930850098266,79.7,104.0
Canada,2016,0.248713671,0.31085755995207737,income,0.0007809085056513095,78.85,101.5
Canada,2017,0.247010647,0.32350012006189927,income,0.0008345847484314724,81.6,105.5
Cape Verde,2001,16.57704589,0.723555577542603,consumption,0.002489591832311672,8.69,14.36
Cape Verde,2007,8.3587719,0.6128692416291988,consumption,0.0019354696436872688,10.4,15.88
Cape Verde,2015,3.350822897,0.5126619539865827,consumption,0.001691693719735416,12.48,18.62
Central African Republic,1992,84.13039941,0.9077461783283773,consumption,0.006998902499820343,1.56,2.69
Central African Republic,2008,65.92623586,0.8015377472017715,consumption,0.0030235200639777953,2.85,4.59
Chad,2003,59.98948426,0.45936074838297564,consumption,0.0011594158647174528,2.89,3.99
Chad,2011,38.07760059,0.5322627439390883,consumption,0.0019716572153870102,4.48,6.39
Chad,2018,33.1926397,0.4108778161495677,consumption,0.0009719755528913841,4.26,5.95
Chile,1987,11.40916021,0.8009862851724177,income,0.003390414711598543,12.14,21.46
Chile,1990,7.924109512,0.8226473503264948,income,0.0032448162565816524,14.06,24.64
